,Country Name,Country Code,Series Name,Mean (2000-2019)
1911,Aruba,ABW,"Literacy rate, youth total (% of people ages 15-24)",
1912,Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",
1913,Azerbaijan,AZE,"Literacy rate, youth total (% of people ages 15-24)",
1914,"Bahamas, The",BHS,"Literacy rate, youth total (% of people ages 15-24)",
1915,Bahrain,BHR,"Literacy rate, youth total (% of people ages 15-24)",
1916,Bangladesh,BGD,"Literacy rate, youth total (% of people ages 15-24)",
1917,Barbados,BRB,"Literacy rate, youth total (% of people ages 15-24)",
1918,Belarus,BLR,"Literacy rate, youth total (% of people ages 15-24)",
1919,Belgium,BEL,"Literacy rate, youth total (% of people ages 15-24)",
1920,Belize,BLZ,"Literacy rate, youth total (% of people ages 15-24)",
1921,Benin,BEN,"Literacy rate, youth total (% of people ages 15-24)",
1922,Bermuda,BMU,"Literacy rate, youth total (% of people ages 15-24)",
1923,Bhutan,BTN,"Literacy rate, youth total (% of people ages 15-24)",
1924,Bolivia,BOL,"Literacy rate, youth total (% of people ages 15-24)",
1925,Bosnia and Herzegovina,BIH,"Literacy rate, youth total (% of people ages 15-24)",
1926,Botswana,BWA,"Literacy rate, youth total (% of people ages 15-24)",
1927,British Virgin Islands,VGB,"Literacy rate, youth total (% of people ages 15-24)",
1928,Brunei Darussalam,BRN,"Literacy rate, youth total (% of people ages 15-24)",
1929,Bulgaria,BGR,"Literacy rate, youth total (% of people ages 15-24)",
1930,Burkina Faso,BFA,"Literacy rate, youth total (% of people ages 15-24)",
1931,Burundi,BDI,"Literacy rate, youth total (% of people ages 15-24)",
1932,Cabo Verde,CPV,"Literacy rate, youth total (% of people ages 15-24)",
1933,Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",
1934,Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",
1935,Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",
1936,Cayman Islands,CYM,"Literacy rate, youth total (% of people ages 15-24)",
1937,Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",
1938,Chad,TCD,"Literacy rate, youth total (% of people ages 15-24)",
1939,Channel Islands,CHI,"Literacy rate, youth total (% of people ages 15-24)",
1940,Chile,CHL,"Literacy rate, youth total (% of people ages 15-24)",
1941,Colombia,COL,"Literacy rate, youth total (% of people ages 15-24)",
1942,Comoros,COM,"Literacy rate, youth total (% of people ages 15-24)",
1943,"Congo, Dem. Rep.",COD,"Literacy rate, youth total (% of people ages 15-24)",
1944,"Congo, Rep.",COG,"Literacy rate, youth total (% of people ages 15-24)",
1945,Costa Rica,CRI,"Literacy rate, youth total (% of people ages 15-24)",
1946,Cote d'Ivoire,CIV,"Literacy rate, youth total (% of people ages 15-24)",
1947,Croatia,HRV,"Literacy rate, youth total (% of people ages 15-24)",
1948,Cuba,CUB,"Literacy rate, youth total (% of people ages 15-24)",
1949,Curacao,CUW,"Literacy rate, youth total (% of people ages 15-24)",
1950,Cyprus,CYP,"Literacy rate, youth total (% of people ages 15-24)",
1951,Czech Republic,CZE,"Literacy rate, youth total (% of people ages 15-24)",
1952,Denmark,DNK,"Literacy rate, youth total (% of people ages 15-24)",
1953,Djibouti,DJI,"Literacy rate, youth total (% of people ages 15-24)",
1954,Dominica,DMA,"Literacy rate, youth total (% of people ages 15-24)",
1955,Dominican Republic,DOM,"Literacy rate, youth total (% of people ages 15-24)",
1956,Ecuador,ECU,"Literacy rate, youth total (% of people ages 15-24)",
1957,"Egypt, Arab Rep.",EGY,"Literacy rate, youth total (% of people ages 15-24)",
1958,El Salvador,SLV,"Literacy rate, youth total (% of people ages 15-24)",
1959,Equatorial Guinea,GNQ,"Literacy rate, youth total (% of people ages 15-24)",
1960,Eritrea,ERI,"Literacy rate, youth total (% of people ages 15-24)",
1961,Estonia,EST,"Literacy rate, youth total (% of people ages 15-24)",
1962,Eswatini,SWZ,"Literacy rate, youth total (% of people ages 15-24)",
1963,Ethiopia,ETH,"Literacy rate, youth total (% of people ages 15-24)",
1964,Faroe Islands,FRO,"Literacy rate, youth total (% of people ages 15-24)",
1965,Fiji,FJI,"Literacy rate, youth total (% of people ages 15-24)",
1966,Finland,FIN,"Literacy rate, youth total (% of people ages 15-24)",
1967,French Polynesia,PYF,"Literacy rate, youth total (% of people ages 15-24)",
1968,Gabon,GAB,"Literacy rate, youth total (% of people ages 15-24)",
1969,"Gambia, The",GMB,"Literacy rate, youth total (% of people ages 15-24)",
1970,Georgia,GEO,"Literacy rate, youth total (% of people ages 15-24)",
1971,Ghana,GHA,"Literacy rate, youth total (% of people ages 15-24)",
1972,Gibraltar,GIB,"Literacy rate, youth total (% of people ages 15-24)",
1973,Greece,GRC,"Literacy rate, youth total (% of people ages 15-24)",
1974,Greenland,GRL,"Literacy rate, youth total (% of people ages 15-24)",
1975,Grenada,GRD,"Literacy rate, youth total (% of people ages 15-24)",
1976,Guam,GUM,"Literacy rate, youth total (% of people ages 15-24)",
1977,Guatemala,GTM,"Literacy rate, youth total (% of people ages 15-24)",
1978,Guinea,GIN,"Literacy rate, youth total (% of people ages 15-24)",
1979,Guinea-Bissau,GNB,"Literacy rate, youth total (% of people ages 15-24)",
1980,Guyana,GUY,"Literacy rate, youth total (% of people ages 15-24)",
1981,Haiti,HTI,"Literacy rate, youth total (% of people ages 15-24)",
1982,Honduras,HND,"Literacy rate, youth total (% of people ages 15-24)",
1983,"Hong Kong SAR, China",HKG,"Literacy rate, youth total (% of people ages 15-24)",
1984,Hungary,HUN,"Literacy rate, youth total (% of people ages 15-24)",
1985,Iceland,ISL,"Literacy rate, youth total (% of people ages 15-24)",
1986,"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",
1987,Iraq,IRQ,"Literacy rate, youth total (% of people ages 15-24)",
1988,Ireland,IRL,"Literacy rate, youth total (% of people ages 15-24)",
1989,Isle of Man,IMN,"Literacy rate, youth total (% of people ages 15-24)",
1990,Israel,ISR,"Literacy rate, youth total (% of people ages 15-24)",
1991,Jamaica,JAM,"Literacy rate, youth total (% of people ages 15-24)",
1992,Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",
1993,Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",
1994,Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",
1995,Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",
1996,"Korea, Dem. People's Rep.",PRK,"Literacy rate, youth total (% of people ages 15-24)",
1997,Kosovo,XKX,"Literacy rate, youth total (% of people ages 15-24)",
1998,Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",
1999,Kyrgyz Republic,KGZ,"Literacy rate, youth total (% of people ages 15-24)",
2000,Lao PDR,LAO,"Literacy rate, youth total (% of people ages 15-24)",
2001,Latvia,LVA,"Literacy rate, youth total (% of people ages 15-24)",
2002,Lebanon,LBN,"Literacy rate, youth total (% of people ages 15-24)",
2003,Lesotho,LSO,"Literacy rate, youth total (% of people ages 15-24)",
2004,Liberia,LBR,"Literacy rate, youth total (% of people ages 15-24)",
2005,Libya,LBY,"Literacy rate, youth total (% of people ages 15-24)",
2006,Liechtenstein,LIE,"Literacy rate, youth total (% of people ages 15-24)",
2007,Lithuania,LTU,"Literacy rate, youth total (% of people ages 15-24)",
2008,Luxembourg,LUX,"Literacy rate, youth total (% of people ages 15-24)",
2009,"Macao SAR, China",MAC,"Literacy rate, youth total (% of people ages 15-24)",
2010,Madagascar,MDG,"Literacy rate, youth total (% of people ages 15-24)",
2011,Malawi,MWI,"Literacy rate, youth total (% of people ages 15-24)",
2012,Malaysia,MYS,"Literacy rate, youth total (% of people ages 15-24)",
2013,Maldives,MDV,"Literacy rate, youth total (% of people ages 15-24)",
2014,Mali,MLI,"Literacy rate, youth total (% of people ages 15-24)",
2015,Malta,MLT,"Literacy rate, youth total (% of people ages 15-24)",
2016,Marshall Islands,MHL,"Literacy rate, youth total (% of people ages 15-24)",
2017,Mauritania,MRT,"Literacy rate, youth total (% of people ages 15-24)",
2018,Mauritius,MUS,"Literacy rate, youth total (% of people ages 15-24)",
2019,"Micronesia, Fed. Sts.",FSM,"Literacy rate, youth total (% of people ages 15-24)",
2020,Moldova,MDA,"Literacy rate, youth total (% of people ages 15-24)",
2021,Monaco,MCO,"Literacy rate, youth total (% of people ages 15-24)",
2022,Mongolia,MNG,"Literacy rate, youth total (% of people ages 15-24)",
2023,Montenegro,MNE,"Literacy rate, youth total (% of people ages 15-24)",
2024,Morocco,MAR,"Literacy rate, youth total (% of people ages 15-24)",
2025,Mozambique,MOZ,"Literacy rate, youth total (% of people ages 15-24)",
2026,Myanmar,MMR,"Literacy rate, youth total (% of people ages 15-24)",
2027,Namibia,NAM,"Literacy rate, youth total (% of people ages 15-24)",
2028,Nauru,NRU,"Literacy rate, youth total (% of people ages 15-24)",
2029,Nepal,NPL,"Literacy rate, youth total (% of people ages 15-24)",
2030,New Caledonia,NCL,"Literacy rate, youth total (% of people ages 15-24)",
2031,New Zealand,NZL,"Literacy rate, youth total (% of people ages 15-24)",
2032,Nicaragua,NIC,"Literacy rate, youth total (% of people ages 15-24)",
2033,Niger,NER,"Literacy rate, youth total (% of people ages 15-24)",
2034,Nigeria,NGA,"Literacy rate, youth total (% of people ages 15-24)",
2035,North Macedonia,MKD,"Literacy rate, youth total (% of people ages 15-24)",
2036,Northern Mariana Islands,MNP,"Literacy rate, youth total (% of people ages 15-24)",
2037,Norway,NOR,"Literacy rate, youth total (% of people ages 15-24)",
2038,Oman,OMN,"Literacy rate, youth total (% of people ages 15-24)",
2039,Pakistan,PAK,"Literacy rate, youth total (% of people ages 15-24)",
2040,Palau,PLW,"Literacy rate, youth total (% of people ages 15-24)",
2041,Panama,PAN,"Literacy rate, youth total (% of people ages 15-24)",
2042,Papua New Guinea,PNG,"Literacy rate, youth total (% of people ages 15-24)",
2043,Paraguay,PRY,"Literacy rate, youth total (% of people ages 15-24)",
2044,Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",
2045,Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",
2046,Poland,POL,"Literacy rate, youth total (% of people ages 15-24)",
2047,Portugal,PRT,"Literacy rate, youth total (% of people ages 15-24)",
2048,Puerto Rico,PRI,"Literacy rate, youth total (% of people ages 15-24)",
2049,Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",
2050,Romania,ROU,"Literacy rate, youth total (% of people ages 15-24)",
